PMID,search_term,search_type
2422901,aspirin,Drug
3704997,aspirin,Drug
3518134,aspirin,Drug
2868341,aspirin,Drug
3085355,aspirin,Drug
3951288,aspirin,Drug
3961734,aspirin,Drug
3952585,aspirin,Drug
3080027,aspirin,Drug
2868194,aspirin,Drug
27432303,aspirin,Drug
3956978,aspirin,Drug
3950121,aspirin,Drug
3949989,aspirin,Drug
3948691,aspirin,Drug
3945527,aspirin,Drug
3944270,aspirin,Drug
3943721,aspirin,Drug
3943666,aspirin,Drug
3943589,aspirin,Drug
3943457,aspirin,Drug
3943454,aspirin,Drug
3942829,aspirin,Drug
3753988,aspirin,Drug
3753736,aspirin,Drug
3753671,aspirin,Drug
3708735,aspirin,Drug
3705873,aspirin,Drug
3702150,aspirin,Drug
3699626,aspirin,Drug
3699148,aspirin,Drug
3523547,aspirin,Drug
3520881,aspirin,Drug
3519922,aspirin,Drug
3517516,aspirin,Drug
3515291,aspirin,Drug
3512619,aspirin,Drug
3511307,aspirin,Drug
3511303,aspirin,Drug
3510833,aspirin,Drug
3510831,aspirin,Drug
3510829,aspirin,Drug
3510763,aspirin,Drug
3510762,aspirin,Drug
3510760,aspirin,Drug
3485119,aspirin,Drug
3457333,aspirin,Drug
3456217,aspirin,Drug
3331096,aspirin,Drug
3096351,aspirin,Drug
3086627,aspirin,Drug
3084294,aspirin,Drug
3083829,aspirin,Drug
3083434,aspirin,Drug
3080903,aspirin,Drug
3080539,aspirin,Drug
3080538,aspirin,Drug
3080295,aspirin,Drug
3080294,aspirin,Drug
3080290,aspirin,Drug
3080286,aspirin,Drug
3079716,aspirin,Drug
3009944,aspirin,Drug
3006533,aspirin,Drug
2939827,aspirin,Drug
2936576,aspirin,Drug
2935645,aspirin,Drug
2935327,aspirin,Drug
2935325,aspirin,Drug
2869852,aspirin,Drug
2868810,aspirin,Drug
2868029,aspirin,Drug
2421536,aspirin,Drug
2420078,aspirin,Drug
2419378,aspirin,Drug
2418090,aspirin,Drug
3941724,aspirin,Drug
2934635,aspirin,Drug
2867998,aspirin,Drug
2870558,aspirin,Drug
3513364,aspirin,Drug
3083523,aspirin,Drug
3002385,aspirin,Drug
3080088,aspirin,Drug
3002537,aspirin,Drug
3941499,aspirin,Drug
3001933,aspirin,Drug
2867264,aspirin,Drug
2867260,aspirin,Drug
3000452,aspirin,Drug
16867610,aspirin,Drug
3963738,aspirin,Drug
3962814,aspirin,Drug
3962779,aspirin,Drug
3961728,aspirin,Drug
3961467,aspirin,Drug
3958916,aspirin,Drug
3957153,aspirin,Drug
3955197,aspirin,Drug
3952131,aspirin,Drug
3952006,aspirin,Drug
3951807,aspirin,Drug
3950889,aspirin,Drug
3949446,aspirin,Drug
3949445,aspirin,Drug
3949442,aspirin,Drug
3949440,aspirin,Drug
3949439,aspirin,Drug
3945226,aspirin,Drug
3942441,aspirin,Drug
3942432,aspirin,Drug
3942389,aspirin,Drug
3942122,aspirin,Drug
3942006,aspirin,Drug
3941606,aspirin,Drug
3941567,aspirin,Drug
3941564,aspirin,Drug
3941295,aspirin,Drug
3940542,aspirin,Drug
3940363,aspirin,Drug
3940252,aspirin,Drug
3823509,aspirin,Drug
3822942,aspirin,Drug
3821433,aspirin,Drug
3816920,aspirin,Drug
3812104,aspirin,Drug
3808934,aspirin,Drug
3804631,aspirin,Drug
3803702,aspirin,Drug
3798029,aspirin,Drug
3797824,aspirin,Drug
3792435,aspirin,Drug
3791366,aspirin,Drug
3786877,aspirin,Drug
3780475,aspirin,Drug
3765947,aspirin,Drug
3764320,aspirin,Drug
3757455,aspirin,Drug
3754057,aspirin,Drug
3751624,aspirin,Drug
3743627,aspirin,Drug
3742693,aspirin,Drug
3741065,aspirin,Drug
3738796,aspirin,Drug
3732577,aspirin,Drug
3727714,aspirin,Drug
3727711,aspirin,Drug
3726711,aspirin,Drug
3725625,aspirin,Drug
3720797,aspirin,Drug
3710299,aspirin,Drug
3709078,aspirin,Drug
3707420,aspirin,Drug
3707309,aspirin,Drug
3707301,aspirin,Drug
3701563,aspirin,Drug
3700135,aspirin,Drug
3699584,aspirin,Drug
3699451,aspirin,Drug
3620271,aspirin,Drug
3604530,aspirin,Drug
3577806,aspirin,Drug
3577451,aspirin,Drug
3565031,aspirin,Drug
3563114,aspirin,Drug
3556347,aspirin,Drug
3552588,aspirin,Drug
3552587,aspirin,Drug
3552586,aspirin,Drug
3552585,aspirin,Drug
3552584,aspirin,Drug
3552583,aspirin,Drug
3552582,aspirin,Drug
3552581,aspirin,Drug
3552580,aspirin,Drug
3552579,aspirin,Drug
3548985,aspirin,Drug
3548270,aspirin,Drug
3548088,aspirin,Drug
3547613,aspirin,Drug
3546999,aspirin,Drug
3546998,aspirin,Drug
3545001,aspirin,Drug
3544741,aspirin,Drug
3542850,aspirin,Drug
3541167,aspirin,Drug
3539348,aspirin,Drug
3535786,aspirin,Drug
3531036,aspirin,Drug
3529885,aspirin,Drug
3527555,aspirin,Drug
3527107,aspirin,Drug
3526808,aspirin,Drug
3526127,aspirin,Drug
3526126,aspirin,Drug
3523449,aspirin,Drug
3523448,aspirin,Drug
3523447,aspirin,Drug
3522916,aspirin,Drug
3519239,aspirin,Drug
3519037,aspirin,Drug
3517511,aspirin,Drug
3516755,aspirin,Drug
3516753,aspirin,Drug
3516752,aspirin,Drug
3516751,aspirin,Drug
3515558,aspirin,Drug
3515557,aspirin,Drug
3515370,aspirin,Drug
3515005,aspirin,Drug
3514494,aspirin,Drug
3514223,aspirin,Drug
3513985,aspirin,Drug
3512617,aspirin,Drug
3511536,aspirin,Drug
3510553,aspirin,Drug
3493403,aspirin,Drug
3492378,aspirin,Drug
3489960,aspirin,Drug
3489647,aspirin,Drug
3489360,aspirin,Drug
3489358,aspirin,Drug
3486746,aspirin,Drug
3485879,aspirin,Drug
3484407,aspirin,Drug
3484137,aspirin,Drug
3475535,aspirin,Drug
3472330,aspirin,Drug
3472328,aspirin,Drug
3469737,aspirin,Drug
3467986,aspirin,Drug
3465028,aspirin,Drug
3463187,aspirin,Drug
3463186,aspirin,Drug
3463180,aspirin,Drug
3463174,aspirin,Drug
3461681,aspirin,Drug
3458159,aspirin,Drug
3456056,aspirin,Drug
3455245,aspirin,Drug
3303617,aspirin,Drug
3303615,aspirin,Drug
3302654,aspirin,Drug
3302653,aspirin,Drug
3299682,aspirin,Drug
3112539,aspirin,Drug
3110670,aspirin,Drug
3104655,aspirin,Drug
3103205,aspirin,Drug
3103204,aspirin,Drug
3102892,aspirin,Drug
3102891,aspirin,Drug
3101444,aspirin,Drug
3101442,aspirin,Drug
3098432,aspirin,Drug
3096843,aspirin,Drug
3096170,aspirin,Drug
3092253,aspirin,Drug
3091522,aspirin,Drug
3089952,aspirin,Drug
3088690,aspirin,Drug
3085035,aspirin,Drug
3084379,aspirin,Drug
3083757,aspirin,Drug
3083710,aspirin,Drug
3082573,aspirin,Drug
3082399,aspirin,Drug
3082120,aspirin,Drug
3081996,aspirin,Drug
3081995,aspirin,Drug
3081455,aspirin,Drug
3080260,aspirin,Drug
3080252,aspirin,Drug
3079688,aspirin,Drug
3079628,aspirin,Drug
3037655,aspirin,Drug
3031735,aspirin,Drug
3028817,aspirin,Drug
3023210,aspirin,Drug
3017055,aspirin,Drug
3015857,aspirin,Drug
3006196,aspirin,Drug
3005188,aspirin,Drug
2950673,aspirin,Drug
2948846,aspirin,Drug
2947439,aspirin,Drug
2944585,aspirin,Drug
2944014,aspirin,Drug
2941813,aspirin,Drug
2940193,aspirin,Drug
2940192,aspirin,Drug
2938452,aspirin,Drug
2937024,aspirin,Drug
2882050,aspirin,Drug
2880666,aspirin,Drug
2879805,aspirin,Drug
2876909,aspirin,Drug
2874952,aspirin,Drug
2874621,aspirin,Drug
2873955,aspirin,Drug
2873160,aspirin,Drug
2872904,aspirin,Drug
2869807,aspirin,Drug
2869642,aspirin,Drug
2869127,aspirin,Drug
2868549,aspirin,Drug
2867210,aspirin,Drug
2433980,aspirin,Drug
2433918,aspirin,Drug
2432415,aspirin,Drug
2428187,aspirin,Drug
2423755,aspirin,Drug
2421566,aspirin,Drug
2418346,aspirin,Drug
2416763,aspirin,Drug
4089814,aspirin,Drug
4089809,aspirin,Drug
3911483,aspirin,Drug
3911480,aspirin,Drug
3003962,aspirin,Drug
3911382,aspirin,Drug
3866690,aspirin,Drug
3831976,aspirin,Drug
3831975,aspirin,Drug
12314739,aspirin,Drug
4093506,aspirin,Drug
4092907,aspirin,Drug
4092900,aspirin,Drug
4091879,aspirin,Drug
4091580,aspirin,Drug
4085348,aspirin,Drug
4081527,aspirin,Drug
4073284,aspirin,Drug
4067765,aspirin,Drug
4067397,aspirin,Drug
4064454,aspirin,Drug
4056910,aspirin,Drug
3938943,aspirin,Drug
3938942,aspirin,Drug
3938412,aspirin,Drug
3938181,aspirin,Drug
3937183,aspirin,Drug
3936737,aspirin,Drug
3934501,aspirin,Drug
3933848,aspirin,Drug
3915503,aspirin,Drug
3913771,aspirin,Drug
3910252,aspirin,Drug
3909154,aspirin,Drug
3908675,aspirin,Drug
3908484,aspirin,Drug
3908075,aspirin,Drug
3907423,aspirin,Drug
3905060,aspirin,Drug
3905059,aspirin,Drug
3905054,aspirin,Drug
3905048,aspirin,Drug
3905047,aspirin,Drug
3878720,aspirin,Drug
3877950,aspirin,Drug
3869759,aspirin,Drug
3869698,aspirin,Drug
3867066,aspirin,Drug
3865692,aspirin,Drug
3865532,aspirin,Drug
3853238,aspirin,Drug
3843493,aspirin,Drug
3841210,aspirin,Drug
3834336,aspirin,Drug
3834060,aspirin,Drug
3832037,aspirin,Drug
3004519,aspirin,Drug
3001869,aspirin,Drug
3001540,aspirin,Drug
2998640,aspirin,Drug
2868711,aspirin,Drug
2868090,aspirin,Drug
2867622,aspirin,Drug
2866703,aspirin,Drug
2420602,aspirin,Drug
2415659,aspirin,Drug
4094486,aspirin,Drug
3903504,aspirin,Drug
3933730,aspirin,Drug
3932854,aspirin,Drug
4057484,aspirin,Drug
3936229,aspirin,Drug
3932349,aspirin,Drug
3903519,aspirin,Drug
2414631,aspirin,Drug
4079531,aspirin,Drug
3933628,aspirin,Drug
4096606,aspirin,Drug
4089922,aspirin,Drug
4082633,aspirin,Drug
4082117,aspirin,Drug
4082116,aspirin,Drug
4081794,aspirin,Drug
4081793,aspirin,Drug
4078739,aspirin,Drug
4078588,aspirin,Drug
4074268,aspirin,Drug
4073851,aspirin,Drug
4063583,aspirin,Drug
4057079,aspirin,Drug
4053929,aspirin,Drug
4053927,aspirin,Drug
4053926,aspirin,Drug
4053513,aspirin,Drug
4045046,aspirin,Drug
4043664,aspirin,Drug
3938537,aspirin,Drug
3937459,aspirin,Drug
3936122,aspirin,Drug
3935497,aspirin,Drug
3934487,aspirin,Drug
3932096,aspirin,Drug
3932054,aspirin,Drug
3932042,aspirin,Drug
3930341,aspirin,Drug
3909410,aspirin,Drug
3906670,aspirin,Drug
3903068,aspirin,Drug
3899404,aspirin,Drug
3879699,aspirin,Drug
3867235,aspirin,Drug
3835796,aspirin,Drug
3834978,aspirin,Drug
3830391,aspirin,Drug
3005729,aspirin,Drug
3001967,aspirin,Drug
2997778,aspirin,Drug
2934863,aspirin,Drug
2932562,aspirin,Drug
2867602,aspirin,Drug
2866148,aspirin,Drug
2421563,aspirin,Drug
4075751,aspirin,Drug
4089799,aspirin,Drug
4089795,aspirin,Drug
3937269,aspirin,Drug
3937261,aspirin,Drug
3840688,aspirin,Drug
4085544,aspirin,Drug
2865702,aspirin,Drug
3904440,aspirin,Drug
3931686,aspirin,Drug
2865700,aspirin,Drug
3904438,aspirin,Drug
3904436,aspirin,Drug
3904433,aspirin,Drug
2996130,aspirin,Drug
4071471,aspirin,Drug
3934784,aspirin,Drug
3930496,aspirin,Drug
2864570,aspirin,Drug
3932082,aspirin,Drug
10274573,aspirin,Drug
4088924,aspirin,Drug
4093841,aspirin,Drug
4087264,aspirin,Drug
4083804,aspirin,Drug
4081062,aspirin,Drug
4074576,aspirin,Drug
4057061,aspirin,Drug
4056240,aspirin,Drug
4049247,aspirin,Drug
4045621,aspirin,Drug
4045229,aspirin,Drug
4037468,aspirin,Drug
4036935,aspirin,Drug
4028748,aspirin,Drug
3938068,aspirin,Drug
3937072,aspirin,Drug
3936346,aspirin,Drug
3936345,aspirin,Drug
3932464,aspirin,Drug
3932192,aspirin,Drug
3931480,aspirin,Drug
3907680,aspirin,Drug
3906607,aspirin,Drug
3896560,aspirin,Drug
3879802,aspirin,Drug
3875514,aspirin,Drug
3870367,aspirin,Drug
3865233,aspirin,Drug
3850848,aspirin,Drug
3834082,aspirin,Drug
3016887,aspirin,Drug
3000128,aspirin,Drug
2999827,aspirin,Drug
3863652,aspirin,Drug
4060122,aspirin,Drug
3877071,aspirin,Drug
3877070,aspirin,Drug
4033507,aspirin,Drug
3903340,aspirin,Drug
4036839,aspirin,Drug
3936224,aspirin,Drug
3929922,aspirin,Drug
2931700,aspirin,Drug
2932857,aspirin,Drug
3927982,aspirin,Drug
2411333,aspirin,Drug
2992603,aspirin,Drug
4022057,aspirin,Drug
4085410,aspirin,Drug
4083236,aspirin,Drug
4076901,aspirin,Drug
4070347,aspirin,Drug
4068385,aspirin,Drug
4067201,aspirin,Drug
4065253,aspirin,Drug
4064587,aspirin,Drug
4062157,aspirin,Drug
4061086,aspirin,Drug
4061084,aspirin,Drug
4059579,aspirin,Drug
4055159,aspirin,Drug
4054916,aspirin,Drug
4044826,aspirin,Drug
4043916,aspirin,Drug
4040868,aspirin,Drug
4037914,aspirin,Drug
4036917,aspirin,Drug
4036915,aspirin,Drug
4034443,aspirin,Drug
4028621,aspirin,Drug
4026486,aspirin,Drug
4026098,aspirin,Drug
4018510,aspirin,Drug
3931514,aspirin,Drug
3931302,aspirin,Drug
3929395,aspirin,Drug
3928875,aspirin,Drug
3912491,aspirin,Drug
3909502,aspirin,Drug
3905585,aspirin,Drug
3905478,aspirin,Drug
3905218,aspirin,Drug
3904508,aspirin,Drug
3901826,aspirin,Drug
3901663,aspirin,Drug
3899454,aspirin,Drug
3897722,aspirin,Drug
3897713,aspirin,Drug
3896938,aspirin,Drug
3878916,aspirin,Drug
3877915,aspirin,Drug
3877266,aspirin,Drug
3869893,aspirin,Drug
3864577,aspirin,Drug
3864191,aspirin,Drug
3864170,aspirin,Drug
3864169,aspirin,Drug
3850974,aspirin,Drug
3840638,aspirin,Drug
3837604,aspirin,Drug
3000344,aspirin,Drug
2940648,aspirin,Drug
2931230,aspirin,Drug
2414843,aspirin,Drug
3929399,aspirin,Drug
2932858,aspirin,Drug
4082090,aspirin,Drug
4063109,aspirin,Drug
3929780,aspirin,Drug
2934858,aspirin,Drug
2998815,aspirin,Drug
4049330,aspirin,Drug
4049328,aspirin,Drug
4016640,aspirin,Drug
2861884,aspirin,Drug
3902062,aspirin,Drug
4009911,aspirin,Drug
4010751,aspirin,Drug
4080810,aspirin,Drug
4080802,aspirin,Drug
4057197,aspirin,Drug
4056230,aspirin,Drug
4055344,aspirin,Drug
4051893,aspirin,Drug
4042769,aspirin,Drug
4040619,aspirin,Drug
4035630,aspirin,Drug
4031366,aspirin,Drug
4031037,aspirin,Drug
4026888,aspirin,Drug
4025222,aspirin,Drug
4023926,aspirin,Drug
4022693,aspirin,Drug
4018644,aspirin,Drug
4018641,aspirin,Drug
4006351,aspirin,Drug
3939270,aspirin,Drug
3936423,aspirin,Drug
3933800,aspirin,Drug
3931099,aspirin,Drug
3927970,aspirin,Drug
3927690,aspirin,Drug
3926650,aspirin,Drug
3926022,aspirin,Drug
3911997,aspirin,Drug
3896294,aspirin,Drug
3895879,aspirin,Drug
3893608,aspirin,Drug
3893607,aspirin,Drug
3878869,aspirin,Drug
3875009,aspirin,Drug
3863965,aspirin,Drug
3860487,aspirin,Drug
3839446,aspirin,Drug
3161012,aspirin,Drug
3024632,aspirin,Drug
2931280,aspirin,Drug
2931035,aspirin,Drug
2869765,aspirin,Drug
3927912,aspirin,Drug
2992472,aspirin,Drug
2862397,aspirin,Drug
10272466,aspirin,Drug
4042578,aspirin,Drug
3927512,aspirin,Drug
3893139,aspirin,Drug
3159729,aspirin,Drug
2989303,aspirin,Drug
3868266,aspirin,Drug
2860255,aspirin,Drug
4019634,aspirin,Drug
4085037,aspirin,Drug
4067815,aspirin,Drug
4056957,aspirin,Drug
4050621,aspirin,Drug
4050451,aspirin,Drug
4046536,aspirin,Drug
4043866,aspirin,Drug
4043367,aspirin,Drug
4036444,aspirin,Drug
4036113,aspirin,Drug
4035942,aspirin,Drug
4032260,aspirin,Drug
4032246,aspirin,Drug
4031819,aspirin,Drug
4030488,aspirin,Drug
4027717,aspirin,Drug
4022667,aspirin,Drug
4015509,aspirin,Drug
4011513,aspirin,Drug
4007499,aspirin,Drug
4006182,aspirin,Drug
3934463,aspirin,Drug
3933184,aspirin,Drug
3928584,aspirin,Drug
3927065,aspirin,Drug
3925797,aspirin,Drug
3925289,aspirin,Drug
3924533,aspirin,Drug
3923028,aspirin,Drug
3910803,aspirin,Drug
3897296,aspirin,Drug
3895595,aspirin,Drug
3893441,aspirin,Drug
3891825,aspirin,Drug
3878280,aspirin,Drug
3876267,aspirin,Drug
3875167,aspirin,Drug
3874038,aspirin,Drug
3874009,aspirin,Drug
3869251,aspirin,Drug
3862914,aspirin,Drug
3862339,aspirin,Drug
3862137,aspirin,Drug
3859595,aspirin,Drug
3840599,aspirin,Drug
3839787,aspirin,Drug
3836428,aspirin,Drug
3161220,aspirin,Drug
3160013,aspirin,Drug
2997839,aspirin,Drug
2995797,aspirin,Drug
2994122,aspirin,Drug
2994114,aspirin,Drug
2991335,aspirin,Drug
2990259,aspirin,Drug
2989503,aspirin,Drug
2934008,aspirin,Drug
2863345,aspirin,Drug
2862620,aspirin,Drug
2861222,aspirin,Drug
2410426,aspirin,Drug
4002228,aspirin,Drug
4049315,aspirin,Drug
4049312,aspirin,Drug
3931280,aspirin,Drug
4024050,aspirin,Drug
3922613,aspirin,Drug
2863152,aspirin,Drug
3161235,aspirin,Drug
15227031,aspirin,Drug
4068400,aspirin,Drug
4047702,aspirin,Drug
4033190,aspirin,Drug
4033033,aspirin,Drug
4032857,aspirin,Drug
4029813,aspirin,Drug
4024860,aspirin,Drug
4023420,aspirin,Drug
4021437,aspirin,Drug
4020662,aspirin,Drug
4020652,aspirin,Drug
4019556,aspirin,Drug
4017526,aspirin,Drug
4017523,aspirin,Drug
4016558,aspirin,Drug
4015815,aspirin,Drug
4014270,aspirin,Drug
4006489,aspirin,Drug
4004906,aspirin,Drug
4004610,aspirin,Drug
4000786,aspirin,Drug
3999216,aspirin,Drug
3991608,aspirin,Drug
3927788,aspirin,Drug
3927764,aspirin,Drug
3927321,aspirin,Drug
3927320,aspirin,Drug
3927056,aspirin,Drug
3926980,aspirin,Drug
3926716,aspirin,Drug
3924640,aspirin,Drug
3923840,aspirin,Drug
3923145,aspirin,Drug
3900464,aspirin,Drug
3900394,aspirin,Drug
3898232,aspirin,Drug
3891898,aspirin,Drug
3890915,aspirin,Drug
3888437,aspirin,Drug
3873372,aspirin,Drug
3873326,aspirin,Drug
3871041,aspirin,Drug
3864434,aspirin,Drug
3860014,aspirin,Drug
3859500,aspirin,Drug
3858090,aspirin,Drug
3162044,aspirin,Drug
2992558,aspirin,Drug
2991654,aspirin,Drug
2988323,aspirin,Drug
2986876,aspirin,Drug
2861741,aspirin,Drug
2408590,aspirin,Drug
3923002,aspirin,Drug
3873009,aspirin,Drug
3922427,aspirin,Drug
4037712,aspirin,Drug
3860385,aspirin,Drug
3921841,aspirin,Drug
2581620,aspirin,Drug
3892659,aspirin,Drug
4004853,aspirin,Drug
4004899,aspirin,Drug
2865268,aspirin,Drug
4012694,aspirin,Drug
3989943,aspirin,Drug
4018130,aspirin,Drug
24272696,aspirin,Drug
4053241,aspirin,Drug
4053235,aspirin,Drug
4053227,aspirin,Drug
4049389,aspirin,Drug
4036628,aspirin,Drug
4036626,aspirin,Drug
4029808,aspirin,Drug
4029385,aspirin,Drug
4017642,aspirin,Drug
4014159,aspirin,Drug
4012212,aspirin,Drug
4005105,aspirin,Drug
4004365,aspirin,Drug
4002268,aspirin,Drug
3998933,aspirin,Drug
3998398,aspirin,Drug
3997714,aspirin,Drug
3995211,aspirin,Drug
3993657,aspirin,Drug
3989149,aspirin,Drug
3984974,aspirin,Drug
3930246,aspirin,Drug
3928819,aspirin,Drug
3927457,aspirin,Drug
3926989,aspirin,Drug
3926268,aspirin,Drug
3925465,aspirin,Drug
3925272,aspirin,Drug
3923876,aspirin,Drug
3923041,aspirin,Drug
3915630,aspirin,Drug
3897981,aspirin,Drug
3892406,aspirin,Drug
3891304,aspirin,Drug
3887210,aspirin,Drug
3873245,aspirin,Drug
3873180,aspirin,Drug
3870114,aspirin,Drug
3859894,aspirin,Drug
3849078,aspirin,Drug
3848127,aspirin,Drug
3161846,aspirin,Drug
3160472,aspirin,Drug
3159761,aspirin,Drug
3158187,aspirin,Drug
2986647,aspirin,Drug
2985772,aspirin,Drug
2985036,aspirin,Drug
2863440,aspirin,Drug
2861928,aspirin,Drug
2861693,aspirin,Drug
2860740,aspirin,Drug
2860739,aspirin,Drug
2581521,aspirin,Drug
2580431,aspirin,Drug
2414163,aspirin,Drug
2410586,aspirin,Drug
2408652,aspirin,Drug
4002586,aspirin,Drug
2985115,aspirin,Drug
3922422,aspirin,Drug
4040242,aspirin,Drug
3927506,aspirin,Drug
3927505,aspirin,Drug
3161205,aspirin,Drug
3921141,aspirin,Drug
2858787,aspirin,Drug
2858772,aspirin,Drug
4017485,aspirin,Drug
3893303,aspirin,Drug
2858710,aspirin,Drug
3157038,aspirin,Drug
4035123,aspirin,Drug
4032799,aspirin,Drug
4032418,aspirin,Drug
4032405,aspirin,Drug
4025724,aspirin,Drug
4023472,aspirin,Drug
4007769,aspirin,Drug
4007228,aspirin,Drug
4007145,aspirin,Drug
4005899,aspirin,Drug
4005486,aspirin,Drug
4004983,aspirin,Drug
4004311,aspirin,Drug
4004000,aspirin,Drug
4002380,aspirin,Drug
3985392,aspirin,Drug
3984828,aspirin,Drug
3983796,aspirin,Drug
3983657,aspirin,Drug
3983132,aspirin,Drug
3981309,aspirin,Drug
3977194,aspirin,Drug
3929359,aspirin,Drug
3929236,aspirin,Drug
3927787,aspirin,Drug
3925206,aspirin,Drug
3925205,aspirin,Drug
3924673,aspirin,Drug
3923568,aspirin,Drug
3921747,aspirin,Drug
3921570,aspirin,Drug
3890191,aspirin,Drug
3884719,aspirin,Drug
3884385,aspirin,Drug
3872205,aspirin,Drug
3855931,aspirin,Drug
3159126,aspirin,Drug
3159025,aspirin,Drug
3157361,aspirin,Drug
3156802,aspirin,Drug
2988022,aspirin,Drug
2870122,aspirin,Drug
2859852,aspirin,Drug
2858504,aspirin,Drug
4035664,aspirin,Drug
2581151,aspirin,Drug
3992533,aspirin,Drug
3982363,aspirin,Drug
3978484,aspirin,Drug
4001009,aspirin,Drug
3918580,aspirin,Drug
4094907,aspirin,Drug
4038075,aspirin,Drug
4032879,aspirin,Drug
4022325,aspirin,Drug
4010389,aspirin,Drug
3994130,aspirin,Drug
3992078,aspirin,Drug
3991915,aspirin,Drug
3988614,aspirin,Drug
3987667,aspirin,Drug
3986859,aspirin,Drug
3986089,aspirin,Drug
3985267,aspirin,Drug
3977142,aspirin,Drug
3975749,aspirin,Drug
3974973,aspirin,Drug
3925195,aspirin,Drug
3921257,aspirin,Drug
3919746,aspirin,Drug
3919745,aspirin,Drug
3918838,aspirin,Drug
3900975,aspirin,Drug
3892088,aspirin,Drug
3890595,aspirin,Drug
3888856,aspirin,Drug
3888774,aspirin,Drug
3888666,aspirin,Drug
3888490,aspirin,Drug
3886353,aspirin,Drug
3886244,aspirin,Drug
3886100,aspirin,Drug
3884580,aspirin,Drug
3873477,aspirin,Drug
3872601,aspirin,Drug
3859859,aspirin,Drug
3833741,aspirin,Drug
3161734,aspirin,Drug
3159244,aspirin,Drug
2981924,aspirin,Drug
2952402,aspirin,Drug
2864991,aspirin,Drug
2859114,aspirin,Drug
2579953,aspirin,Drug
2579177,aspirin,Drug
3874743,aspirin,Drug
3996471,aspirin,Drug
2857803,aspirin,Drug
3987027,aspirin,Drug
3981955,aspirin,Drug
3969908,aspirin,Drug
3969898,aspirin,Drug
3920778,aspirin,Drug
3884891,aspirin,Drug
3970909,aspirin,Drug
2857409,aspirin,Drug
3969031,aspirin,Drug
3993867,aspirin,Drug
3991309,aspirin,Drug
3989690,aspirin,Drug
3981499,aspirin,Drug
3981498,aspirin,Drug
3981496,aspirin,Drug
3979467,aspirin,Drug
3974255,aspirin,Drug
3970742,aspirin,Drug
3970462,aspirin,Drug
3970225,aspirin,Drug
3968305,aspirin,Drug
3967526,aspirin,Drug
3938874,aspirin,Drug
3922785,aspirin,Drug
3922330,aspirin,Drug
3920727,aspirin,Drug
3918536,aspirin,Drug
3918485,aspirin,Drug
3918312,aspirin,Drug
3899300,aspirin,Drug
3895442,aspirin,Drug
3887130,aspirin,Drug
3885225,aspirin,Drug
3884806,aspirin,Drug
3883719,aspirin,Drug
3882067,aspirin,Drug
3881995,aspirin,Drug
3881574,aspirin,Drug
3881348,aspirin,Drug
3881108,aspirin,Drug
3880671,aspirin,Drug
3872475,aspirin,Drug
3872362,aspirin,Drug
3871861,aspirin,Drug
3856312,aspirin,Drug
3855402,aspirin,Drug
3158006,aspirin,Drug
3155816,aspirin,Drug
2984632,aspirin,Drug
2580338,aspirin,Drug
2578799,aspirin,Drug
2858204,aspirin,Drug
3922403,aspirin,Drug
3966155,aspirin,Drug
3881419,aspirin,Drug
2857517,aspirin,Drug
3917748,aspirin,Drug
3975876,aspirin,Drug
3975872,aspirin,Drug
2856923,aspirin,Drug
3975167,aspirin,Drug
3880861,aspirin,Drug
3965971,aspirin,Drug
4094442,aspirin,Drug
4092381,aspirin,Drug
4087309,aspirin,Drug
4086220,aspirin,Drug
4082007,aspirin,Drug
4076019,aspirin,Drug
4075618,aspirin,Drug
4074426,aspirin,Drug
4074415,aspirin,Drug
4074414,aspirin,Drug
4070864,aspirin,Drug
4070258,aspirin,Drug
4065013,aspirin,Drug
4061106,aspirin,Drug
4056412,aspirin,Drug
4055185,aspirin,Drug
4054430,aspirin,Drug
4054207,aspirin,Drug
4051753,aspirin,Drug
4050068,aspirin,Drug
4050062,aspirin,Drug
4047629,aspirin,Drug
4046854,aspirin,Drug
4044474,aspirin,Drug
4040504,aspirin,Drug
4039385,aspirin,Drug
4038755,aspirin,Drug
4029041,aspirin,Drug
4026924,aspirin,Drug
4024217,aspirin,Drug
4018339,aspirin,Drug
4013765,aspirin,Drug
4012150,aspirin,Drug
4010440,aspirin,Drug
4008177,aspirin,Drug
4008060,aspirin,Drug
4005330,aspirin,Drug
4004834,aspirin,Drug
4003223,aspirin,Drug
3992149,aspirin,Drug
3987774,aspirin,Drug
3985922,aspirin,Drug
3985757,aspirin,Drug
3984531,aspirin,Drug
3983155,aspirin,Drug
3978896,aspirin,Drug
3978777,aspirin,Drug
3978776,aspirin,Drug
3975255,aspirin,Drug
3975235,aspirin,Drug
3972005,aspirin,Drug
3967979,aspirin,Drug
3967845,aspirin,Drug
3967412,aspirin,Drug
3967102,aspirin,Drug
3966642,aspirin,Drug
3966266,aspirin,Drug
3966251,aspirin,Drug
3965580,aspirin,Drug
3965310,aspirin,Drug
3964782,aspirin,Drug
3964778,aspirin,Drug
3964776,aspirin,Drug
3939160,aspirin,Drug
3937451,aspirin,Drug
3936727,aspirin,Drug
3934097,aspirin,Drug
3934085,aspirin,Drug
3933914,aspirin,Drug
3930345,aspirin,Drug
3928518,aspirin,Drug
3928264,aspirin,Drug
3928200,aspirin,Drug
3926698,aspirin,Drug
3923959,aspirin,Drug
3922878,aspirin,Drug
