PMID,search_term,search_type
27809553,aspirin,Drug
27094089,aspirin,Drug
27809364,aspirin,Drug
27808485,aspirin,Drug
27807890,aspirin,Drug
27807847,aspirin,Drug
27807733,aspirin,Drug
27807281,aspirin,Drug
27740874,aspirin,Drug
27575711,aspirin,Drug
27805264,aspirin,Drug
27803735,aspirin,Drug
27803390,aspirin,Drug
27803389,aspirin,Drug
27641736,aspirin,Drug
27594378,aspirin,Drug
27554763,aspirin,Drug
27802475,aspirin,Drug
27800646,aspirin,Drug
27800004,aspirin,Drug
27799851,aspirin,Drug
27799743,aspirin,Drug
27799457,aspirin,Drug
27799376,aspirin,Drug
27791385,aspirin,Drug
27573744,aspirin,Drug
27548406,aspirin,Drug
27798365,aspirin,Drug
27797860,aspirin,Drug
27796503,aspirin,Drug
27793830,aspirin,Drug
27789729,aspirin,Drug
27760885,aspirin,Drug
27653814,aspirin,Drug
27615282,aspirin,Drug
27793535,aspirin,Drug
27789664,aspirin,Drug
27789660,aspirin,Drug
27789095,aspirin,Drug
27788809,aspirin,Drug
27777129,aspirin,Drug
27667371,aspirin,Drug
27666804,aspirin,Drug
27615444,aspirin,Drug
27595371,aspirin,Drug
27565221,aspirin,Drug
27440714,aspirin,Drug
27432692,aspirin,Drug
27160755,aspirin,Drug
27062239,aspirin,Drug
27787837,aspirin,Drug
27787594,aspirin,Drug
27787328,aspirin,Drug
27785736,aspirin,Drug
27785526,aspirin,Drug
27784731,aspirin,Drug
27725417,aspirin,Drug
27652589,aspirin,Drug
27565018,aspirin,Drug
27388281,aspirin,Drug
27355572,aspirin,Drug
27781044,aspirin,Drug
27780831,aspirin,Drug
27780803,aspirin,Drug
27779985,aspirin,Drug
27779702,aspirin,Drug
27778525,aspirin,Drug
27778192,aspirin,Drug
27777299,aspirin,Drug
27776934,aspirin,Drug
27776919,aspirin,Drug
27741174,aspirin,Drug
27738237,aspirin,Drug
27662521,aspirin,Drug
27603551,aspirin,Drug
27597298,aspirin,Drug
25659976,aspirin,Drug
27775270,aspirin,Drug
27774838,aspirin,Drug
27774697,aspirin,Drug
27774429,aspirin,Drug
27773400,aspirin,Drug
27771711,aspirin,Drug
27771324,aspirin,Drug
27652601,aspirin,Drug
27571876,aspirin,Drug
27567928,aspirin,Drug
27393925,aspirin,Drug
27341955,aspirin,Drug
27770326,aspirin,Drug
27770021,aspirin,Drug
27769511,aspirin,Drug
27769175,aspirin,Drug
27765537,aspirin,Drug
27614827,aspirin,Drug
27767117,aspirin,Drug
27767060,aspirin,Drug
27766542,aspirin,Drug
27766063,aspirin,Drug
27765797,aspirin,Drug
27765738,aspirin,Drug
27765727,aspirin,Drug
27765193,aspirin,Drug
27765188,aspirin,Drug
27765053,aspirin,Drug
27613582,aspirin,Drug
27595509,aspirin,Drug
27764721,aspirin,Drug
27763266,aspirin,Drug
27762101,aspirin,Drug
27761786,aspirin,Drug
27761425,aspirin,Drug
27758759,aspirin,Drug
27758750,aspirin,Drug
27757726,aspirin,Drug
27757208,aspirin,Drug
27756943,aspirin,Drug
27645895,aspirin,Drug
27572001,aspirin,Drug
27571765,aspirin,Drug
27548570,aspirin,Drug
27538015,aspirin,Drug
26861462,aspirin,Drug
24482126,aspirin,Drug
27755410,aspirin,Drug
27754808,aspirin,Drug
27754701,aspirin,Drug
27753619,aspirin,Drug
27753618,aspirin,Drug
27752166,aspirin,Drug
27751237,aspirin,Drug
27564310,aspirin,Drug
27554782,aspirin,Drug
27178011,aspirin,Drug
27750048,aspirin,Drug
27749632,aspirin,Drug
27749585,aspirin,Drug
27747688,aspirin,Drug
27747163,aspirin,Drug
27747136,aspirin,Drug
27746957,aspirin,Drug
27746869,aspirin,Drug
27746290,aspirin,Drug
27745943,aspirin,Drug
27636304,aspirin,Drug
27583372,aspirin,Drug
27743577,aspirin,Drug
27742524,aspirin,Drug
27742421,aspirin,Drug
27742347,aspirin,Drug
27741128,aspirin,Drug
27740860,aspirin,Drug
27738610,aspirin,Drug
27738515,aspirin,Drug
27737875,aspirin,Drug
27737719,aspirin,Drug
27735912,aspirin,Drug
27734642,aspirin,Drug
27734017,aspirin,Drug
27733347,aspirin,Drug
27732743,aspirin,Drug
27729969,aspirin,Drug
27729820,aspirin,Drug
27729421,aspirin,Drug
27728903,aspirin,Drug
27726853,aspirin,Drug
27725915,aspirin,Drug
27724912,aspirin,Drug
27721320,aspirin,Drug
27720019,aspirin,Drug
27719658,aspirin,Drug
27718358,aspirin,Drug
27717928,aspirin,Drug
27717518,aspirin,Drug
27715344,aspirin,Drug
27714756,aspirin,Drug
27714642,aspirin,Drug
27714179,aspirin,Drug
27713620,aspirin,Drug
27712771,aspirin,Drug
27712770,aspirin,Drug
27712769,aspirin,Drug
27712768,aspirin,Drug
27712767,aspirin,Drug
27712766,aspirin,Drug
27712765,aspirin,Drug
27712764,aspirin,Drug
27712763,aspirin,Drug
27712762,aspirin,Drug
27712761,aspirin,Drug
27712760,aspirin,Drug
27712759,aspirin,Drug
27712649,aspirin,Drug
27710967,aspirin,Drug
27708976,aspirin,Drug
27708280,aspirin,Drug
27705255,aspirin,Drug
27705254,aspirin,Drug
27705253,aspirin,Drug
27704679,aspirin,Drug
27703829,aspirin,Drug
27703566,aspirin,Drug
27703200,aspirin,Drug
27702830,aspirin,Drug
27701930,aspirin,Drug
27699648,aspirin,Drug
27698862,aspirin,Drug
27698076,aspirin,Drug
27698048,aspirin,Drug
27697538,aspirin,Drug
27695357,aspirin,Drug
27694537,aspirin,Drug
27694530,aspirin,Drug
27693167,aspirin,Drug
27693110,aspirin,Drug
27692697,aspirin,Drug
27692662,aspirin,Drug
29741349,aspirin,Drug
27687643,aspirin,Drug
27686630,aspirin,Drug
27686005,aspirin,Drug
30645821,aspirin,Drug
30551283,aspirin,Drug
30551280,aspirin,Drug
29772141,aspirin,Drug
29474711,aspirin,Drug
29441924,aspirin,Drug
27685815,aspirin,Drug
27685608,aspirin,Drug
27683757,aspirin,Drug
27683754,aspirin,Drug
27683033,aspirin,Drug
27682883,aspirin,Drug
27681743,aspirin,Drug
27679437,aspirin,Drug
27678446,aspirin,Drug
27677628,aspirin,Drug
27677266,aspirin,Drug
27676409,aspirin,Drug
27673315,aspirin,Drug
27673312,aspirin,Drug
27672332,aspirin,Drug
27671272,aspirin,Drug
27671095,aspirin,Drug
27669654,aspirin,Drug
27669556,aspirin,Drug
27669539,aspirin,Drug
27668793,aspirin,Drug
27667784,aspirin,Drug
27667581,aspirin,Drug
27667196,aspirin,Drug
27665101,aspirin,Drug
27664074,aspirin,Drug
27663179,aspirin,Drug
27659212,aspirin,Drug
27658758,aspirin,Drug
27656461,aspirin,Drug
27655873,aspirin,Drug
27653892,aspirin,Drug
27653792,aspirin,Drug
27653724,aspirin,Drug
27653165,aspirin,Drug
27651971,aspirin,Drug
27651476,aspirin,Drug
27651410,aspirin,Drug
27650638,aspirin,Drug
27650230,aspirin,Drug
27647183,aspirin,Drug
27646496,aspirin,Drug
27646033,aspirin,Drug
27645773,aspirin,Drug
27645764,aspirin,Drug
27641973,aspirin,Drug
27641913,aspirin,Drug
27641623,aspirin,Drug
27641510,aspirin,Drug
27641263,aspirin,Drug
27641219,aspirin,Drug
27640943,aspirin,Drug
27640616,aspirin,Drug
27639908,aspirin,Drug
27639804,aspirin,Drug
27638860,aspirin,Drug
27637676,aspirin,Drug
27637302,aspirin,Drug
27637120,aspirin,Drug
27636529,aspirin,Drug
27635937,aspirin,Drug
27634976,aspirin,Drug
27633788,aspirin,Drug
27632175,aspirin,Drug
27631829,aspirin,Drug
27631821,aspirin,Drug
27631680,aspirin,Drug
27630878,aspirin,Drug
27630745,aspirin,Drug
27629776,aspirin,Drug
27628008,aspirin,Drug
27627817,aspirin,Drug
27623683,aspirin,Drug
27623491,aspirin,Drug
27623303,aspirin,Drug
27622586,aspirin,Drug
27621524,aspirin,Drug
27621520,aspirin,Drug
27621136,aspirin,Drug
27619938,aspirin,Drug
27618792,aspirin,Drug
27616030,aspirin,Drug
27613165,aspirin,Drug
27612144,aspirin,Drug
27610349,aspirin,Drug
27609590,aspirin,Drug
27609198,aspirin,Drug
27606778,aspirin,Drug
27604094,aspirin,Drug
27603789,aspirin,Drug
27603387,aspirin,Drug
27602398,aspirin,Drug
27601438,aspirin,Drug
27601359,aspirin,Drug
27599157,aspirin,Drug
27597145,aspirin,Drug
27595682,aspirin,Drug
27595681,aspirin,Drug
27595478,aspirin,Drug
27595368,aspirin,Drug
27594876,aspirin,Drug
27594740,aspirin,Drug
27594651,aspirin,Drug
27592169,aspirin,Drug
27591836,aspirin,Drug
27590618,aspirin,Drug
27590549,aspirin,Drug
27590413,aspirin,Drug
27590185,aspirin,Drug
27590181,aspirin,Drug
27590082,aspirin,Drug
27590033,aspirin,Drug
27589850,aspirin,Drug
27589040,aspirin,Drug
27587328,aspirin,Drug
27586412,aspirin,Drug
27585229,aspirin,Drug
27583435,aspirin,Drug
27583400,aspirin,Drug
27582771,aspirin,Drug
27582399,aspirin,Drug
27582398,aspirin,Drug
27582371,aspirin,Drug
27581874,aspirin,Drug
27581316,aspirin,Drug
27581248,aspirin,Drug
27579410,aspirin,Drug
27579036,aspirin,Drug
27578463,aspirin,Drug
27577589,aspirin,Drug
27577194,aspirin,Drug
27576775,aspirin,Drug
27576774,aspirin,Drug
27576095,aspirin,Drug
31008276,aspirin,Drug
30894990,aspirin,Drug
30807032,aspirin,Drug
29762954,aspirin,Drug
29530207,aspirin,Drug
29381851,aspirin,Drug
27575814,aspirin,Drug
27575471,aspirin,Drug
27574333,aspirin,Drug
27573422,aspirin,Drug
27573042,aspirin,Drug
27571718,aspirin,Drug
27571053,aspirin,Drug
27570467,aspirin,Drug
27570351,aspirin,Drug
27570091,aspirin,Drug
27569231,aspirin,Drug
27569090,aspirin,Drug
27567576,aspirin,Drug
27567328,aspirin,Drug
27567173,aspirin,Drug
27566955,aspirin,Drug
27566810,aspirin,Drug
27565838,aspirin,Drug
27565120,aspirin,Drug
27563142,aspirin,Drug
27563018,aspirin,Drug
27561775,aspirin,Drug
27561774,aspirin,Drug
27561771,aspirin,Drug
27561479,aspirin,Drug
27561316,aspirin,Drug
27561232,aspirin,Drug
27561157,aspirin,Drug
27560946,aspirin,Drug
27560156,aspirin,Drug
27559041,aspirin,Drug
27558975,aspirin,Drug
27557754,aspirin,Drug
27557515,aspirin,Drug
27557063,aspirin,Drug
27556308,aspirin,Drug
27556142,aspirin,Drug
27555873,aspirin,Drug
27555316,aspirin,Drug
27555160,aspirin,Drug
27554386,aspirin,Drug
27554264,aspirin,Drug
27553975,aspirin,Drug
27552419,aspirin,Drug
27550399,aspirin,Drug
27548237,aspirin,Drug
27547141,aspirin,Drug
27546783,aspirin,Drug
27545856,aspirin,Drug
27544634,aspirin,Drug
27544007,aspirin,Drug
27543999,aspirin,Drug
27543497,aspirin,Drug
27543475,aspirin,Drug
27542891,aspirin,Drug
27542890,aspirin,Drug
27542158,aspirin,Drug
27541812,aspirin,Drug
27539691,aspirin,Drug
27538737,aspirin,Drug
27538179,aspirin,Drug
27538178,aspirin,Drug
27538177,aspirin,Drug
27537744,aspirin,Drug
27537737,aspirin,Drug
27536894,aspirin,Drug
27536747,aspirin,Drug
27536077,aspirin,Drug
27534914,aspirin,Drug
27534740,aspirin,Drug
27534608,aspirin,Drug
27534531,aspirin,Drug
27534402,aspirin,Drug
27534256,aspirin,Drug
27534228,aspirin,Drug
27533953,aspirin,Drug
27533950,aspirin,Drug
27533756,aspirin,Drug
27533744,aspirin,Drug
27533637,aspirin,Drug
27533621,aspirin,Drug
27533522,aspirin,Drug
27533476,aspirin,Drug
27533449,aspirin,Drug
27533285,aspirin,Drug
27533058,aspirin,Drug
27533057,aspirin,Drug
27532451,aspirin,Drug
27532272,aspirin,Drug
27531848,aspirin,Drug
27531686,aspirin,Drug
27531536,aspirin,Drug
27530189,aspirin,Drug
27529094,aspirin,Drug
27528576,aspirin,Drug
27526359,aspirin,Drug
27525727,aspirin,Drug
27525358,aspirin,Drug
27524939,aspirin,Drug
27521729,aspirin,Drug
27521393,aspirin,Drug
27520400,aspirin,Drug
27520305,aspirin,Drug
27518633,aspirin,Drug
27516543,aspirin,Drug
27516144,aspirin,Drug
27515727,aspirin,Drug
27515206,aspirin,Drug
27514126,aspirin,Drug
27512651,aspirin,Drug
27512499,aspirin,Drug
27512472,aspirin,Drug
27511998,aspirin,Drug
27510478,aspirin,Drug
27509650,aspirin,Drug
27507559,aspirin,Drug
27506874,aspirin,Drug
27506478,aspirin,Drug
27504605,aspirin,Drug
27504091,aspirin,Drug
27503490,aspirin,Drug
27503180,aspirin,Drug
27502862,aspirin,Drug
27502856,aspirin,Drug
27502852,aspirin,Drug
27502850,aspirin,Drug
27502847,aspirin,Drug
27502616,aspirin,Drug
27502265,aspirin,Drug
27501533,aspirin,Drug
27501008,aspirin,Drug
27500549,aspirin,Drug
27499621,aspirin,Drug
27499222,aspirin,Drug
27498997,aspirin,Drug
27498535,aspirin,Drug
27498351,aspirin,Drug
27497650,aspirin,Drug
27497400,aspirin,Drug
27494970,aspirin,Drug
27494773,aspirin,Drug
27493970,aspirin,Drug
27492599,aspirin,Drug
27492013,aspirin,Drug
27491774,aspirin,Drug
27491389,aspirin,Drug
27491146,aspirin,Drug
27490977,aspirin,Drug
27490468,aspirin,Drug
27490113,aspirin,Drug
27489545,aspirin,Drug
27489245,aspirin,Drug
27489242,aspirin,Drug
27489053,aspirin,Drug
27488919,aspirin,Drug
27488859,aspirin,Drug
27488389,aspirin,Drug
27488362,aspirin,Drug
27487187,aspirin,Drug
27485456,aspirin,Drug
27484348,aspirin,Drug
27484247,aspirin,Drug
20301470,aspirin,Drug
27482380,aspirin,Drug
27482251,aspirin,Drug
27482017,aspirin,Drug
27482009,aspirin,Drug
27480967,aspirin,Drug
27480830,aspirin,Drug
27478968,aspirin,Drug
27478114,aspirin,Drug
27477571,aspirin,Drug
27477306,aspirin,Drug
27476944,aspirin,Drug
27476033,aspirin,Drug
27475305,aspirin,Drug
30547552,aspirin,Drug
30358304,aspirin,Drug
30358301,aspirin,Drug
29949700,aspirin,Drug
29759870,aspirin,Drug
29553611,aspirin,Drug
27474557,aspirin,Drug
27474481,aspirin,Drug
27473898,aspirin,Drug
27472261,aspirin,Drug
27471389,aspirin,Drug
27471015,aspirin,Drug
27470646,aspirin,Drug
27468942,aspirin,Drug
27468662,aspirin,Drug
27468187,aspirin,Drug
27468086,aspirin,Drug
27467315,aspirin,Drug
27466843,aspirin,Drug
27466841,aspirin,Drug
27465859,aspirin,Drug
27465667,aspirin,Drug
27465652,aspirin,Drug
27465053,aspirin,Drug
27465006,aspirin,Drug
27465001,aspirin,Drug
27464652,aspirin,Drug
27464591,aspirin,Drug
27464285,aspirin,Drug
27462392,aspirin,Drug
27462270,aspirin,Drug
27462181,aspirin,Drug
27462089,aspirin,Drug
27461936,aspirin,Drug
27461564,aspirin,Drug
27460913,aspirin,Drug
27460909,aspirin,Drug
27460737,aspirin,Drug
27459456,aspirin,Drug
27459444,aspirin,Drug
27458557,aspirin,Drug
27457613,aspirin,Drug
27457513,aspirin,Drug
27457245,aspirin,Drug
27456700,aspirin,Drug
27456034,aspirin,Drug
27454295,aspirin,Drug
27454294,aspirin,Drug
27452889,aspirin,Drug
27452734,aspirin,Drug
27450711,aspirin,Drug
27450232,aspirin,Drug
27449968,aspirin,Drug
27449765,aspirin,Drug
27446637,aspirin,Drug
27446342,aspirin,Drug
27446331,aspirin,Drug
27444522,aspirin,Drug
27444219,aspirin,Drug
27443596,aspirin,Drug
27443379,aspirin,Drug
27442386,aspirin,Drug
27441638,aspirin,Drug
27440202,aspirin,Drug
27438319,aspirin,Drug
27438314,aspirin,Drug
27438118,aspirin,Drug
27437888,aspirin,Drug
27437655,aspirin,Drug
27438524,aspirin,Drug
27436869,aspirin,Drug
27436865,aspirin,Drug
29376302,aspirin,Drug
27433344,aspirin,Drug
27432808,aspirin,Drug
27432776,aspirin,Drug
27432382,aspirin,Drug
27431639,aspirin,Drug
27430429,aspirin,Drug
27430382,aspirin,Drug
27430169,aspirin,Drug
27429001,aspirin,Drug
27428440,aspirin,Drug
27428153,aspirin,Drug
27428004,aspirin,Drug
27428322,aspirin,Drug
27427213,aspirin,Drug
27426855,aspirin,Drug
27424804,aspirin,Drug
27424475,aspirin,Drug
27424466,aspirin,Drug
27424342,aspirin,Drug
27423939,aspirin,Drug
27423556,aspirin,Drug
27423494,aspirin,Drug
27423232,aspirin,Drug
27422677,aspirin,Drug
27418597,aspirin,Drug
27418453,aspirin,Drug
27417614,aspirin,Drug
27414976,aspirin,Drug
27414763,aspirin,Drug
27412561,aspirin,Drug
27411797,aspirin,Drug
27410528,aspirin,Drug
27409089,aspirin,Drug
27406361,aspirin,Drug
27406360,aspirin,Drug
27406359,aspirin,Drug
27409676,aspirin,Drug
27406646,aspirin,Drug
27406558,aspirin,Drug
27406124,aspirin,Drug
27405873,aspirin,Drug
27405497,aspirin,Drug
27404797,aspirin,Drug
27403193,aspirin,Drug
27403136,aspirin,Drug
27401622,aspirin,Drug
27401285,aspirin,Drug
27400335,aspirin,Drug
27400315,aspirin,Drug
27400299,aspirin,Drug
27400191,aspirin,Drug
27400183,aspirin,Drug
27398982,aspirin,Drug
27397588,aspirin,Drug
27396975,aspirin,Drug
27396680,aspirin,Drug
27394692,aspirin,Drug
27394381,aspirin,Drug
27393784,aspirin,Drug
27393773,aspirin,Drug
27393636,aspirin,Drug
27393450,aspirin,Drug
27392210,aspirin,Drug
27391154,aspirin,Drug
27390950,aspirin,Drug
27389094,aspirin,Drug
27388708,aspirin,Drug
27388221,aspirin,Drug
27386796,aspirin,Drug
27386068,aspirin,Drug
27384603,aspirin,Drug
27384599,aspirin,Drug
27384340,aspirin,Drug
27384071,aspirin,Drug
27383649,aspirin,Drug
27383519,aspirin,Drug
27383102,aspirin,Drug
27383101,aspirin,Drug
27381861,aspirin,Drug
27381859,aspirin,Drug
27379496,aspirin,Drug
27378565,aspirin,Drug
27378554,aspirin,Drug
27377404,aspirin,Drug
27376645,aspirin,Drug
27374968,aspirin,Drug
27374367,aspirin,Drug
27374064,aspirin,Drug
27374042,aspirin,Drug
28894807,aspirin,Drug
27372194,aspirin,Drug
27372190,aspirin,Drug
27372045,aspirin,Drug
27372038,aspirin,Drug
27370776,aspirin,Drug
27367997,aspirin,Drug
27367218,aspirin,Drug
27366081,aspirin,Drug
27365986,aspirin,Drug
27365092,aspirin,Drug
27364880,aspirin,Drug
27364823,aspirin,Drug
27364228,aspirin,Drug
27363643,aspirin,Drug
27362841,aspirin,Drug
27362723,aspirin,Drug
27362320,aspirin,Drug
27358227,aspirin,Drug
27358078,aspirin,Drug
27357102,aspirin,Drug
27357024,aspirin,Drug
27356773,aspirin,Drug
27356759,aspirin,Drug
30634213,aspirin,Drug
29474619,aspirin,Drug
27355471,aspirin,Drug
27355167,aspirin,Drug
27355165,aspirin,Drug
27354989,aspirin,Drug
27354859,aspirin,Drug
27354224,aspirin,Drug
27354081,aspirin,Drug
27351777,aspirin,Drug
27349588,aspirin,Drug
27348454,aspirin,Drug
27348249,aspirin,Drug
27348236,aspirin,Drug
27347115,aspirin,Drug
27347106,aspirin,Drug
27347090,aspirin,Drug
27346422,aspirin,Drug
27344083,aspirin,Drug
27343573,aspirin,Drug
27343417,aspirin,Drug
27343037,aspirin,Drug
27342460,aspirin,Drug
27342231,aspirin,Drug
27342193,aspirin,Drug
27341534,aspirin,Drug
27340007,aspirin,Drug
27339488,aspirin,Drug
27339487,aspirin,Drug
27339180,aspirin,Drug
27338841,aspirin,Drug
27338004,aspirin,Drug
27337950,aspirin,Drug
27337929,aspirin,Drug
27337147,aspirin,Drug
27336878,aspirin,Drug
27334977,aspirin,Drug
27334486,aspirin,Drug
27333882,aspirin,Drug
27333830,aspirin,Drug
27333757,aspirin,Drug
27333746,aspirin,Drug
27333740,aspirin,Drug
28959461,aspirin,Drug
27333081,aspirin,Drug
27331782,aspirin,Drug
27330004,aspirin,Drug
27329582,aspirin,Drug
27328998,aspirin,Drug
27328699,aspirin,Drug
27328457,aspirin,Drug
27328023,aspirin,Drug
27327266,aspirin,Drug
27326447,aspirin,Drug
27326234,aspirin,Drug
27323335,aspirin,Drug
27322595,aspirin,Drug
27322160,aspirin,Drug
27322087,aspirin,Drug
27320425,aspirin,Drug
27319947,aspirin,Drug
27318905,aspirin,Drug
27318652,aspirin,Drug
27318368,aspirin,Drug
27316593,aspirin,Drug
27315325,aspirin,Drug
27315190,aspirin,Drug
27314316,aspirin,Drug
27313435,aspirin,Drug
27313113,aspirin,Drug
27312832,aspirin,Drug
27312830,aspirin,Drug
27312761,aspirin,Drug
27312073,aspirin,Drug
27311123,aspirin,Drug
27311089,aspirin,Drug
27310292,aspirin,Drug
27310147,aspirin,Drug
27309035,aspirin,Drug
27305322,aspirin,Drug
27304196,aspirin,Drug
27303759,aspirin,Drug
27302874,aspirin,Drug
27301936,aspirin,Drug
27301652,aspirin,Drug
27299993,aspirin,Drug
27298725,aspirin,Drug
27298404,aspirin,Drug
27297843,aspirin,Drug
27297424,aspirin,Drug
27297083,aspirin,Drug
27296993,aspirin,Drug
27296690,aspirin,Drug
27296688,aspirin,Drug
27296395,aspirin,Drug
27296110,aspirin,Drug
27296091,aspirin,Drug
27296055,aspirin,Drug
27295934,aspirin,Drug
27294095,aspirin,Drug
27293909,aspirin,Drug
27291399,aspirin,Drug
27289558,aspirin,Drug
27289249,aspirin,Drug
27289074,aspirin,Drug
27288280,aspirin,Drug
27288116,aspirin,Drug
27287908,aspirin,Drug
27287597,aspirin,Drug
27287403,aspirin,Drug
27286877,aspirin,Drug
27284299,aspirin,Drug
27283947,aspirin,Drug
27282894,aspirin,Drug
27282867,aspirin,Drug
27281902,aspirin,Drug
27281239,aspirin,Drug
27278134,aspirin,Drug
27276368,aspirin,Drug
27275802,aspirin,Drug
27275608,aspirin,Drug
27275528,aspirin,Drug
27273953,aspirin,Drug
27273358,aspirin,Drug
27271700,aspirin,Drug
27270429,aspirin,Drug
27270236,aspirin,Drug
27268785,aspirin,Drug
27268661,aspirin,Drug
27268656,aspirin,Drug
27268312,aspirin,Drug
27264219,aspirin,Drug
27264218,aspirin,Drug
27263965,aspirin,Drug
27263286,aspirin,Drug
27262845,aspirin,Drug
27262506,aspirin,Drug
27262432,aspirin,Drug
27262381,aspirin,Drug
27262335,aspirin,Drug
27262329,aspirin,Drug
27262327,aspirin,Drug
27262051,aspirin,Drug
27261849,aspirin,Drug
27260294,aspirin,Drug
27260146,aspirin,Drug
27259210,aspirin,Drug
27258581,aspirin,Drug
27258494,aspirin,Drug
27258324,aspirin,Drug
27258204,aspirin,Drug
27258084,aspirin,Drug
27257022,aspirin,Drug
27256606,aspirin,Drug
27255117,aspirin,Drug
27255111,aspirin,Drug
27255025,aspirin,Drug
27252848,aspirin,Drug
27252149,aspirin,Drug
27251704,aspirin,Drug
27251175,aspirin,Drug
27250719,aspirin,Drug
27249437,aspirin,Drug
27249377,aspirin,Drug
27248372,aspirin,Drug
27247433,aspirin,Drug
27247217,aspirin,Drug
27246782,aspirin,Drug
27246583,aspirin,Drug
27246445,aspirin,Drug
27246189,aspirin,Drug
27245341,aspirin,Drug
27242322,aspirin,Drug
27241836,aspirin,Drug
27241125,aspirin,Drug
27241090,aspirin,Drug
30601628,aspirin,Drug
27239927,aspirin,Drug
27238992,aspirin,Drug
27237049,aspirin,Drug
27236738,aspirin,Drug
27236462,aspirin,Drug
27236114,aspirin,Drug
27236067,aspirin,Drug
27236007,aspirin,Drug
27235915,aspirin,Drug
27235831,aspirin,Drug
27234442,aspirin,Drug
27232265,aspirin,Drug
27231423,aspirin,Drug
27231076,aspirin,Drug
27230877,aspirin,Drug
27229665,aspirin,Drug
27228488,aspirin,Drug
27228184,aspirin,Drug
27227871,aspirin,Drug
27225358,aspirin,Drug
27225348,aspirin,Drug
27225102,aspirin,Drug
27224907,aspirin,Drug
27224446,aspirin,Drug
27220959,aspirin,Drug
27220088,aspirin,Drug
27219316,aspirin,Drug
27218125,aspirin,Drug
27217606,aspirin,Drug
27217497,aspirin,Drug
27217435,aspirin,Drug
27217000,aspirin,Drug
27216891,aspirin,Drug
27215735,aspirin,Drug
27213804,aspirin,Drug
27212853,aspirin,Drug
27212028,aspirin,Drug
27209402,aspirin,Drug
27209297,aspirin,Drug
27209146,aspirin,Drug
27209144,aspirin,Drug
27208979,aspirin,Drug
27208561,aspirin,Drug
27207998,aspirin,Drug
27207670,aspirin,Drug
27206879,aspirin,Drug
27205887,aspirin,Drug
27203395,aspirin,Drug
27203227,aspirin,Drug
27199062,aspirin,Drug
27197933,aspirin,Drug
27197739,aspirin,Drug
27197430,aspirin,Drug
27196736,aspirin,Drug
27194091,aspirin,Drug
27194044,aspirin,Drug
27192996,aspirin,Drug
27191426,aspirin,Drug
27190691,aspirin,Drug
27189658,aspirin,Drug
27188542,aspirin,Drug
27188241,aspirin,Drug
27188101,aspirin,Drug
27186328,aspirin,Drug
27185537,aspirin,Drug
27185065,aspirin,Drug
27184930,aspirin,Drug
27184802,aspirin,Drug
27182500,aspirin,Drug
27181539,aspirin,Drug
27180751,aspirin,Drug
27180559,aspirin,Drug
27179988,aspirin,Drug
27179751,aspirin,Drug
27179727,aspirin,Drug
27179673,aspirin,Drug
27179162,aspirin,Drug
27179132,aspirin,Drug
27178972,aspirin,Drug
27178890,aspirin,Drug
27178330,aspirin,Drug
27177285,aspirin,Drug
27177240,aspirin,Drug
27175028,aspirin,Drug
27174764,aspirin,Drug
27174551,aspirin,Drug
27173812,aspirin,Drug
27173725,aspirin,Drug
27173434,aspirin,Drug
27173230,aspirin,Drug
27171898,aspirin,Drug
27170631,aspirin,Drug
27169919,aspirin,Drug
27168835,aspirin,Drug
27168534,aspirin,Drug
27166936,aspirin,Drug
27166205,aspirin,Drug
27166128,aspirin,Drug
27165949,aspirin,Drug
27165687,aspirin,Drug
27165542,aspirin,Drug
27165086,aspirin,Drug
31360077,aspirin,Drug
27164692,aspirin,Drug
27164423,aspirin,Drug
27162667,aspirin,Drug
27162625,aspirin,Drug
27161533,aspirin,Drug
27161407,aspirin,Drug
27161240,aspirin,Drug
27161160,aspirin,Drug
27160892,aspirin,Drug
27160883,aspirin,Drug
27160344,aspirin,Drug
27159789,aspirin,Drug
27159055,aspirin,Drug
27158569,aspirin,Drug
27157293,aspirin,Drug
27156005,aspirin,Drug
27155295,aspirin,Drug
27155218,aspirin,Drug
27154832,aspirin,Drug
27154726,aspirin,Drug
27154616,aspirin,Drug
27154251,aspirin,Drug
27154242,aspirin,Drug
27153943,aspirin,Drug
29931841,aspirin,Drug
27153119,aspirin,Drug
27152707,aspirin,Drug
27151430,aspirin,Drug
27151345,aspirin,Drug
27151175,aspirin,Drug
27150289,aspirin,Drug
27149936,aspirin,Drug
27149646,aspirin,Drug
27147748,aspirin,Drug
27147412,aspirin,Drug
27147209,aspirin,Drug
27147208,aspirin,Drug
27146134,aspirin,Drug
27143726,aspirin,Drug
27143724,aspirin,Drug
27143321,aspirin,Drug
27143073,aspirin,Drug
27142327,aspirin,Drug
27142191,aspirin,Drug
27142190,aspirin,Drug
27142175,aspirin,Drug
27141766,aspirin,Drug
27141627,aspirin,Drug
27139040,aspirin,Drug
27138954,aspirin,Drug
27138793,aspirin,Drug
27138383,aspirin,Drug
27138269,aspirin,Drug
27134550,aspirin,Drug
27134063,aspirin,Drug
27133739,aspirin,Drug
27133332,aspirin,Drug
27133311,aspirin,Drug
27133131,aspirin,Drug
27131611,aspirin,Drug
27130815,aspirin,Drug
27130739,aspirin,Drug
27129549,aspirin,Drug
31595733,aspirin,Drug
29588706,aspirin,Drug
27129261,aspirin,Drug
27129065,aspirin,Drug
