PMID
36015235
35992099
35986839
35931640
35913681
35846311
35744057
35688794
35686696
35681620
35670988
35626057
35602875
35575415
35563608
35518928
35370948
35356161
35313386
35304104
35236667
35221100
35167717
35163067
35090028
35067849
35032649
34934445
34869016
34768949
34741720
34690933
34685446
34673544
34638313
34637845
34618894
34603209
34601790
34498217
34471015
34378827
34307853
34282593
34275099
34220707
34205778
34200337
34195524
34170918
34158336
34128215
34086599
34081309
33979777
33971706
33933244
33920241
33907985
33895913
33865235
33796079
33776927
33647005
33574715
33544787
33518458
33482394
33474568
33471660
33434154
33428965
33371162
33363790
33363514
33294765
33292741
33290608
33248230
33234413
33199989
33184804
33164134
33162471
33136550
33121847
33071957
33039341
32963176
32870029
32848776
32843370
32838436
32773234
32741479
32735647
32684027
32667633
32667629
32633582
32632903
32621049
32611887
32595766
32576038
32557353
32524277
32522909
32474957
32440136
32385851
32375119
32333268
32307251
32299084
32217809
32207077
32121432
32117056
32117053
32117045
32101529
32022887
32022829
31995025
31980352
31939490
31907828
31875276
31804965
31802331
31741906
31731613
31726770
31709494
31644171
31645017
31633473
31624102
31617128
31613969
31572300
31522359
31518993
31471057
31465533
31440946
31413609
31412614
31407000
31379734
31319410
31313243
31227248
31227247
31219586
31212595
31167168
31167164
31145573
31144430
31102172
31055976
31018209
30968338
30956093
30912339
30899469
30899019
30851160
30843181
30828298
30822274
30807575
30798431
30798417
30782475
30770320
30728348
30611770
30608534
30597028
30588264
30587461
30572739
30542749
30535260
30510314
30483918
30483864
30472284
30415874
30414453
30346538
30318256
31967012
30273889
30159696
30141426
30130808
30122081
30098715
30094073
30078825
30076159
30060910
30057604
30051198
30050156
30034367
30033041
30025915
30005760
29980915
29925553
29772978
29765354
29754642
29696671
29680244
29661114
29643113
29621813
29595102
29572709
29563895
29534939
29523357
29479375
29451701
29398424
29396758
29392123
29383677
29371000
29366679
29361932
29357081
29318424
29313180
29278911
29226331
29205458
29196939
29155991
29133263
29074099
29067877
29055143
29032486
29032078
29026555
29023824
28944744
28903425
28822091
28741655
28721221
28721067
28702250
28614003
28597198
28592706
28579289
28567297
28543567
28542433
28500831
28458898
28454119
28403003
28386722
28364356
28327907
28323931
28306647
28303515
28289402
28286565
28271381
28191290
28176162
28170483
28145031
28120181
28050766
28045714
30058878
28008238
27966451
27900635
27896545
27894193
27874965
27697899
27628685
27233242
27787949
27209465
27639583
27778296
27635672
27388591
27749997
27745780
27611616
27587848
27537539
27537101
27473537
27429029
27405306
27390704
27352098
27280398
27242210
27177087
27127913
27117887
27101376
27086313
27060005
27057885
27042726
27041733
27039081
27030224
26990064
26971845
26967369
26962592
26951062
26940387
26937555
26906713
26836610
26811671
26808354
26795274
26786091
26779985
26733356
26732164
30063449
26686944
26680325
26671997
26629745
26586796
26578638
26519143
26478545
26437217
26419848
26391415
26366058
26364410
26348352
26331021
26290466
26275531
26251582
26188991
26184380
26157058
26133755
26126727
26125126
26067718
26037428
26021183
26017304
25981165
25965288
25950084
25945588
25911185
25896552
25877016
25873132
25872003
25834454
25834145
25827452
25792375
25792118
25743263
25732642
25732640
25683128
25658662
25647330
25639316
25639313
25628793
25627118
25613083
25566750
25555563
25537481
25527270
25515731
25500791
25450859
25446388
25437387
25430657
25385439
25376618
25311393
25260838
25260837
25248595
25248590
25169508
25162895
25162894
25156131
25134660
25113091
25103549
25100372
25091295
25077087
25076331
25076324
25060168
25057099
25012983
25012727
25011056
25003365
24999678
24994926
24979253
24952218
24905857
24849084
24847470
24800725
24788408
24760537
24750284
24727584
24673552
24647046
24618437
24617917
24592317
24565897
24533697
24482099
24461109
24448101
24427831
24423324
24421498
24415169
24400774
26236804
24328848
24288633
24287689
24242903
24183675
24165019
24146187
24144967
24126229
24118077
24088755
24081741
24058097
24041670
23992320
23991721
23961470
23958707
23943009
23872332
23846931
23807605
23776896
23765178
23746264
23737437
23733372
23731031
23680921
23673515
23669783
23668934
23665274
23653280
23605695
23575965
23564942
23564339
23564338
23562338
23539733
23529827
23512383
23463172
23462624
23418396
23391113
23345100
24616766
23228667
23225121
23192246
23172758
23137853
23112884
23102680
23036936
22996996
22978065
22965070
22960304
30780888
22918543
22850776
22807497
22745760
22736724
22713526
22674211
22646647
22646646
22634958
22573933
22533823
22527887
22397653
22383336
22369976
22364824
22303734
22282526
22278425
22170729
22156906
21987782
21983252
21952553
21907552
21737896
21732759
21673137
21556722
21532334
21529145
21525729
21506098
21498160
21493671
21330405
21302635
21285152
21264796
21263436
30764035
21129617
21042045
21030990
20970474
20943646
20890664
20887124
20829632
20829630
20681073
20665506
20643121
20637207
20616508
20616507
20570519
20554786
20541670
20541669
20533892
20502324
20496311
20478050
20463350
20410233
20189894
20146879
20056821
20051480
19965918
19942827
19923785
19910453
19874692
19852525
19845567
19838017
19820006
19798455
19758960
19627735
19580476
19521786
19445573
19444656
30743797
20948716
20360906
19067723
19017754
19003988
19001514
18957506
18642088
18624922
18549349
18536318
18502819
18447593
18426817
18417094
18209872
18200333
18193114
18041687
17977644
30290469
17951277
17848636
17695508
17473207
17395978
17347306
17218727
17113654
16940446
16935361
16868153
16625863
16625858
16625855
16625847
16625846
16625842
16625840
30754138
16395422
16223973
16132202
16131595
16086225
16060911
16003295
15941929
15817922
15812556
15769796
15711912
15649100
15477719
15477717
15473874
15233205
15181094
15070915
14764775
12773038
12239124
11980628
11980627
